47493
#term	doc freq	idx
indicated	153	24931
indicates	21	24932
indicating	32	24933
indication	82	24934
indications	62	24935
indicative	20	24936
indicator	22	24937
indicators	3	24938
indice	1	24939
indicents	1	24940
indices	88	24941
indicted	15	24942
indictment	14	24943
indictments	7	24944
indifference	5	24945
indifferent	13	24946
indifferently	2	24947
indigenous	7	24948
indigestion	2	24949
indignant	1	24950
indignation	1	24951
indignity	1	24952
indigo2	1	24953
indirect	25	24954
indirectly	22	24955
indiscriminate	4	24956
indispensable	1	24957
indispensible	5	24958
indisputable	3	24959
indisputably	2	24960
indistinguishable	2	24961
indium	1	24962
individual	225	24963
individual's	9	24964
individualism	3	24965
individualized	1	24966
individually	5	24967
individuals	90	24968
individuials	1	24969
indo	4	24970
indoctrinate	2	24971
indoctrination	2	24972
indonesia	166	24973
indonesia's	44	24974
indonesian	92	24975
indonesians	9	24976
indoor	14	24977
indoors	1	24978
indosuez	14	24979
indpependent	1	24980
induce	1	24981
induced	2	24982
inducement	1	24983
inducements	2	24984
inducing	2	24985
inductive	1	24986
indulge	1	24987
indulged	1	24988
indulgences	1	24989
indulges	1	24990
industrial	314	24991
industrialisation	2	24992
industrialised	10	24993
industrialist	4	24994
industrialists	7	24995
industrialized	1	24996
industrially	1	24997
industrials	6	24998
industrias	2	24999
industrie	65	25000
industrie's	1	25001
industrielle	15	25002
industrier	2	25003
industries	278	25004
industrious	1	25005
industry	1688	25006
industry's	99	25007
industrywide	8	25008
industy	3	25009
indycar	1	25010
ineffective	3	25011
inefficency	1	25012
inefficiences	2	25013
inefficiencies	3	25014
inefficiency	7	25015
inefficient	21	25016
inelastic	1	25017
ineligible	2	25018
inequalities	2	25019
inequities	1	25020
inernational	1	25021
inertia	5	25022
inertial	1	25023
inescapable	1	25024
inevitability	1	25025
inevitable	49	25026
inevitably	20	25027
inexorable	4	25028
inexorably	1	25029
inexpensive	7	25030
inexpensively	2	25031
inexperience	1	25032
inexperienced	1	25033
inextricably	2	25034
infact	4	25035
infact's	2	25036
infair	1	25037
infamous	6	25038
infancy	10	25039
infanrix	1	25040
infant	12	25041
infante	1	25042
infatuation	1	25043
infect	2	25044
infected	12	25045
infecting	1	25046
infection	14	25047
infections	6	25048
infectious	4	25049
infective	2	25050
infectives	2	25051
inferfere	1	25052
inferior	9	25053
infestation	1	25054
infested	5	25055
infighting	2	25056
infilitrate	2	25057
infill	2	25058
infiltrate	5	25059
infiltrated	3	25060
infiltration	6	25061
infiltrations	1	25062
infiltrators	2	25063
infinitely	1	25064
infinitesimal	1	25065
infinity	1	25066
inflaming	1	25067
inflammable	1	25068
inflammation	2	25069
inflammatory	4	25070
inflatable	1	25071
inflate	3	25072
inflated	36	25073
inflating	2	25074
inflation	182	25075
inflationary	25	25076
inflict	1	25077
inflicted	9	25078
inflicting	3	25079
inflicts	2	25080
inflight	1	25081
inflow	22	25082
inflows	16	25083
influence	134	25084
influenced	34	25085
influences	19	25086
influencing	5	25087
influential	85	25088
influenza	18	25089
influx	20	25090
info	2	25091
infocorp	3	25092
infomercial	1	25093
infonie	2	25094
inform	15	25095
informaiton	1	25096
informal	27	25097
informally	8	25098
informant	8	25099
informants	2	25100
information	485	25101
informational	6	25102
informed	50	25103
informer	2	25104
informing	3	25105
informix	12	25106
informix's	5	25107
informzerno	1	25108
infoseek	4	25109
infostrada	1	25110
infotech	2	25111
infotechnology	1	25112
infotek	2	25113
infra	3	25114
infraction	1	25115
infractions	1	25116
infrared	1	25117
infrastructural	1	25118
infrastructure	163	25119
infrastructure's	3	25120
infrastructures	2	25121
infrastrucure	2	25122
infrastruture	2	25123
infringe	1	25124
infringed	7	25125
infringement	15	25126
infringes	1	25127
infuriated	11	25128
infuse	2	25129
infusing	1	25130
infusion	7	25131
ing	110	25132
ing's	4	25133
ingenierie	1	25134
ingenierie's	1	25135
ingenious	2	25136
ingenuity	1	25137
inger	1	25138
ingersoll	1	25139
inglis	1	25140
ingolstadt	2	25141
ingot	3	25142
ingots	5	25143
ingrained	1	25144
ingram	2	25145
ingram's	2	25146
ingratiate	1	25147
ingredient	8	25148
ingredients	10	25149
inhabitant	2	25150
inhabitants	7	25151
inhalation	2	25152
inhaled	2	25153
inhaler	1	25154
inhalers	1	25155
inhaling	1	25156
inherent	5	25157
inherently	4	25158
inherit	5	25159
inheritance	4	25160
inherited	12	25161
inheriting	1	25162
inherits	2	25163
inhibit	7	25164
inhibited	1	25165
inhibiting	1	25166
inhibitions	1	25167
inhibitor	1	25168
inhibitors	7	25169
inhibits	1	25170
inhospitable	1	25171
inhumane	1	25172
inisist	2	25173
initally	1	25174
initatives	1	25175
initial	267	25176
initialled	2	25177
initialling	4	25178
initially	151	25179
initials	1	25180
initiate	7	25181
initiated	17	25182
initiating	4	25183
initiative	53	25184
initiatives	65	25185
initiativies	1	25186
inject	23	25187
injectable	3	25188
injected	9	25189
injecting	4	25190
injection	51	25191
injections	9	25192
injects	1	25193
injunction	22	25194
injunctions	2	25195
injured	43	25196
injuries	24	25197
injuring	18	25198
injury	15	25199
injustice	5	25200
injustices	1	25201
ink	19	25202
inked	3	25203
inkjet	1	25204
inkling	1	25205
inkombank	1	25206
inkombank's	1	25207
inks	1	25208
inky	1	25209
inland	18	25210
inline	1	25211
inmarsat	2	25212
inmate	2	25213
inmates	10	25214
inmet	2	25215
inmet's	1	25216
inn	8	25217
inn's	1	25218
innate	1	25219
inner	30	25220
inniskillin	1	25221
innocence	7	25222
innocent	15	25223
innovate	7	25224
innovation	28	25225
innovations	11	25226
innovative	44	25227
innovator	1	25228
innovators	2	25229
inns	13	25230
inntrepeneur's	1	25231
inntrepreneur	4	25232
innu	2	25233
innundation	1	25234
inpec	3	25235
inpex	1	25236
input	12	25237
inputs	4	25238
inquire	3	25239
inquirer	1	25240
inquiries	19	25241
inquiry	60	25242
inquiry's	9	25243
inroads	24	25244
ins	4	25245
insanity	2	25246
insatiable	3	25247
inscription	2	25248
inscriptions	1	25249
insead	1	25250
insect	7	25251
insecticide	4	25252
insecticides	2	25253
insects	5	25254
insecure	3	25255
insecurities	1	25256
insecurity	4	25257
insensitive	3	25258
insensitivity	1	25259
inseparable	4	25260
inserm	1	25261
insert	4	25262
inserted	4	25263
inserting	1	25264
insertion	1	25265
inserts	3	25266
inside	71	25267
insider	42	25268
insiders	21	25269
insides	1	25270
insidious	3	25271
insidiousness	1	25272
insight	6	25273
insignia	3	25274
insignificant	23	25275
insist	23	25276
insisted	81	25277
insistence	11	25278
insisting	15	25279
insists	38	25280
insitute	1	25281
insitutions	2	25282
insofar	3	25283
insolvencies	1	25284
insolvency	11	25285
insolvent	11	25286
insomnia	2	25287
inspect	11	25288
inspected	2	25289
inspecting	3	25290
inspection	30	25291
inspections	5	25292
inspector	7	25293
inspectorate	2	25294
inspectors	10	25295
inspects	2	25296
inspiration	6	25297
inspirational	2	25298
inspirations	1	25299
inspire	11	25300
inspired	26	25301
inspiring	3	25302
instability	31	25303
instabilty	1	25304
install	42	25305
installation	15	25306
installations	15	25307
installed	55	25308
installing	8	25309
installments	1	25310
installs	4	25311
instalment	1	25312
instalments	3	25313
instance	44	25314
instances	10	25315
instant	20	25316
instantaneous	1	25317
instantly	5	25318
instants	1	25319
instat	1	25320
instead	335	25321
instensively	1	25322
instigate	1	25323
instigated	2	25324
instigates	1	25325
instigator	1	25326
instil	1	25327
instill	2	25328
instilled	2	25329
instilling	1	25330
instinct	4	25331
instincts	1	25332
instinet	1	25333
instititions	1	25334
institut	1	25335
institute	89	25336
institute's	1	25337
instituted	12	25338
institutes	3	25339
instituting	2	25340
institution	50	25341
institution's	3	25342
institutional	154	25343
institutions	208	25344
institutuions	3	25345
instructed	8	25346
instructing	2	25347
instruction	4	25348
instructions	19	25349
instructive	1	25350
instructor	3	25351
instructs	1	25352
instrument	25	25353
instrument's	4	25354
instrumental	5	25355
instrumentation	1	25356
instruments	51	25357
instruments's	2	25358
instution	1	25359
instutitional	2	25360
insuarnce	2	25361
insufficent	2	25362
insufficiencies	1	25363
insufficient	25	25364
insufficiently	1	25365
insulate	3	25366
insulated	3	25367
insulation	1	25368
insulin	4	25369
insult	4	25370
insulza	1	25371
insuperable	2	25372
insurance	283	25373
insurance's	1	25374
insure	5	25375
insured	7	25376
insurer	83	25377
insurer's	1	25378
insurers	60	25379
insurgency	1	25380
insurgent	2	25381
insurgents	5	25382
insuring	1	25383
int'l	1	25384
intact	32	25385
intake	3	25386
intangible	5	25387
intangibles	1	25388
intead	1	25389
integers	1	25390
integral	9	25391
integrate	34	25392
integrated	96	25393
integrates	2	25394
integrating	27	25395
integration	73	25396
integrations	1	25397
integrators	4	25398
integrion	2	25399
integrity	34	25400
intel	119	25401
intel's	28	25402
intellect	6	25403
intellect's	1	25404
intellectual	38	25405
intellectuals	8	25406
intelligence	34	25407
intelligent	15	25408
intelsat	5	25409
intend	57	25410
intended	100	25411
intendidly	1	25412
intending	5	25413
intends	58	25414
intenify	1	25415
intense	107	25416
intensely	15	25417
intensification	1	25418
intensified	17	25419
intensifies	4	25420
intensify	12	25421
intensifying	7	25422
intensity	5	25423
intensive	47	25424
intensively	4	25425
intent	43	25426
intention	56	25427
intentional	5	25428
intentionally	6	25429
intentions	42	25430
intently	1	25431
intents	6	25432
inter	24	25433
interact	4	25434
interaction	1	25435
interactive	54	25436
interactive's	1	25437
interactively	1	25438
interactivity	2	25439
interafrican	6	25440
interagency	2	25441
interational	1	25442
interbank	17	25443
interbrew	1	25444
intercast	1	25445
intercept	4	25446
intercepted	5	25447
interceptors	1	25448
interchange	3	25449
interchanges	1	25450
intercity	4	25451
interconnect	2	25452
interconnected	4	25453
interconnecting	2	25454
interconnection	27	25455
interconnections	2	25456
intercourse	1	25457
interdiction	1	25458
intereference	2	25459
interest	789	25460
interested	237	25461
interesting	44	25462
interestingly	3	25463
interests	311	25464
interface	18	25465
interfaces	2	25466
interfax	12	25467
interfere	29	25468
interfered	3	25469
interference	44	25470
interfering	5	25471
interferon	2	25472
intergovernmental	1	25473
intergrating	1	25474
intergration	2	25475
intergrators	2	25476
interim	152	25477
interim's	1	25478
interior	61	25479
interiors	4	25480
interjected	1	25481
interkom	1	25482
interlace	1	25483
interlaced	1	25484
interlayer	2	25485
interlayers	1	25486
interlinked	1	25487
interlocking	3	25488
interlocutor	1	25489
intermediaries	5	25490
intermediary	3	25491
intermediate	38	25492
intermediates	2	25493
intermediator	2	25494
intermedics	2	25495
interminably	1	25496
intermind	2	25497
intermittent	3	25498
intermittently	1	25499
internacional	2	25500
internaitonal	1	25501
internal	205	25502
internally	14	25503
international	1242	25504
international's	6	25505
internationale	4	25506
internationalized	1	25507
internationally	57	25508
internecine	2	25509
internet	418	25510
internet's	25	25511
internet2	1	25512
internetwork	1	25513
internt	1	25514
interop	2	25515
interoperability	3	25516
interoperable	1	25517
interplay	2	25518
interpol	1	25519
interpret	13	25520
interpretation	8	25521
interpretations	1	25522
interpreted	13	25523
interpreter	3	25524
interpreting	2	25525
interrelate	1	25526
interrogating	4	25527
interrogation	5	25528
interrosimpex	4	25529
interrupt	15	25530
interrupted	5	25531
interrupting	2	25532
interruption	4	25533
interruptions	6	25534
interse	1	25535
interse's	1	25536
intersections	2	25537
interset	1	25538
interspersed	2	25539
intersputnik	1	25540
interstate	12	25541
interstate's	1	25542
intersuisse	3	25543
intertia	1	25544
intertwined	5	25545
intervals	1	25546
interveiw	1	25547
intervene	20	25548
intervened	14	25549
intervenes	1	25550
intervening	11	25551
intervention	36	25552
interventionist	4	25553
interventions	3	25554
intervew	1	25555
interview	893	25556
interviewed	11	25557
interviewer	2	25558
interviewers	1	25559
interviewing	1	25560
interviews	22	25561
intestine	1	25562
inthe	1	25563
intially	1	25564
intiative	4	25565
intiatives	3	25566
intimate	3	25567
intimately	1	25568
intimidate	4	25569
intimidated	2	25570
intimidating	1	25571
intimidation	8	25572
intimidatory	3	25573
intitial	2	25574
intitiative	2	25575
intl	1	25576
into	2181	25577
intolerable	1	25578
intolerance	5	25579
intoned	1	25580
intra	15	25581
intracranial	1	25582
intraday	15	25583
intranet	21	25584
intranets	24	25585
intranetware	2	25586
intrastate	6	25587
intravenous	4	25588
intrepid	4	25589
intrepreneur	1	25590
intricacies	2	25591
intricacy	1	25592
intricate	1	25593
intrigue	9	25594
intrigued	3	25595
intriguing	7	25596
intrinsic	1	25597
intrinsically	2	25598
introduce	102	25599
introduced	223	25600
introduces	4	25601
introducing	38	25602
introduction	88	25603
introductions	8	25604
introductory	3	25605
intrude	5	25606
intruders	3	25607
intrusion	6	25608
intrusions	2	25609
intrusive	2	25610
intuit	10	25611
intuit's	4	25612
intuition	1	25613
intuitive	1	25614
inuit	4	25615
inuktitut	1	25616
inundated	3	25617
invade	19	25618
invaded	4	25619
invader	3	25620
invaders	3	25621
invading	5	25622
invalid	5	25623
invalidate	1	25624
invariably	2	25625
invasion	18	25626
invasions	1	25627
invasive	2	25628
invective	1	25629
invent	3	25630
invented	10	25631
inventing	2	25632
invention	1	25633
inventions	1	25634
inventive	1	25635
inventor	4	25636
inventories	50	25637
inventors	1	25638
inventory	39	25639
inverness	1	25640
inverse	5	25641
inversiones	1	25642
inversismica	1	25643
inverted	5	25644
invesco	7	25645
invesco's	4	25646
invesment	3	25647
invesments	1	25648
invesmtent	1	25649
invest	131	25650
invested	113	25651
investement	2	25652
investicni	11	25653
investigate	49	25654
investigated	25	25655
investigates	12	25656
investigating	84	25657
investigation	182	25658
investigations	36	25659
investigative	6	25660
investigator	1	25661
investigators	32	25662
investigatory	1	25663
investing	108	25664
investir	1	25665
investissements	1	25666
investiture	1	25667
investment	989	25668
investment's	2	25669
investments	263	25670
investor	169	25671
investor's	2	25672
investor.com	1	25673
investors	847	25674
investory	1	25675
invests	6	25676
inveterate	2	25677
invetors	1	25678
invigorated	1	25679
invigorating	1	25680
invigoration	1	25681
invincible	2	25682
inviolate	1	25683
invisible	3	25684
invisibles	1	25685
invitation	9	25686
invitations	1	25687
invite	17	25688
invited	50	25689
inviting	7	25690
invloved	1	25691
invoice	2	25692
invoices	1	25693
invoke	1	25694
invoked	1	25695
invoking	3	25696
involuntary	3	25697
involve	58	25698
involved	360	25699
involvement	61	25700
involvements	2	25701
involvent	1	25702
involves	41	25703
involving	139	25704
inward	4	25705
ioc	4	25706
iod	1	25707
iomega	4	25708
iomega's	2	25709
ionamin	2	25710
ionica	3	25711
ious	2	25712
iowa	34	25713
iowa's	1	25714
ip	6	25715
ipb	20	25716
ipb's	2	25717
ipc	1	25718
ipco	1	25719
ipo	13	25720
ipos	3	25721
ipps	1	25722
ir	2	25723
ira	20	25724
iran	21	25725
iraq	13	25726
iraq's	6	25727
iraqi	9	25728
iraqis	1	25729
irate	1	25730
irbinger	1	25731
irc	1	25732
ire	10	25733
ireland	28	25734
ireland's	3	25735
irena	1	25736
irene	2	25737
iri	2	25738
iridium	3	25739
irish	14	25740
irked	4	25741
irkutsk	4	25742
irl	1	25743
irma	1	25744
iron	44	25745
ironed	2	25746
ironic	10	25747
ironically	18	25748
ironing	1	25749
ironkids	1	25750
irons	1	25751
irony	7	25752
irragori	1	25753
irrational	7	25754
irrationality	2	25755
irrationally	1	25756
irrefutable	5	25757
irregular	26	25758
irregularities	68	25759
irrelevant	13	25760
irrelevent	2	25761
irremovable	2	25762
irreparably	2	25763
irreplaceable	2	25764
irrespective	3	25765
irresponsibile	1	25766
irresponsibility	2	25767
irresponsible	11	25768
irresponsibly	1	25769
irreversible	1	25770
irrevocable	4	25771
irrevocably	1	25772
irrigated	1	25773
irrigation	3	25774
irritant	5	25775
irritate	3	25776
irritated	6	25777
irritating	1	25778
irritation	2	25779
irs	1	25780
irvin	1	25781
irvine	1	25782
irving	7	25783
irwin	1	25784
is	4607	25785
isabel	2	25786
isaly	2	25787
isc	3	25788
isd	4	25789
isdn	3	25790
isetan	2	25791
ishkayev	1	25792
islam	1	25793
islam's	1	25794
islamabad	3	25795
islamic	6	25796
island	122	25797
island's	28	25798
islandia	2	25799
islands	30	25800
islay	1	25801
isle	8	25802
isles	3	25803
isleta	1	25804
islets	3	25805
ismael	5	25806
ismail	1	25807
isn't	81	25808
isnt	1	25809
iso	1	25810
isolate	9	25811
isolated	36	25812
isolating	2	25813
isolation	25	25814
isolationism	1	25815
isp	2	25816
isp's	1	25817
isps	5	25818
israel	14	25819
israel's	2	25820
israeli	6	25821
iss	2	25822
issaquah	1	25823
issia	1	25824
issuance	3	25825
issue	724	25826
issued	304	25827
issuer	2	25828
issuer's	1	25829
issuers	5	25830
issues	557	25831
issuing	62	25832
ist	1	25833
istar	2	25834
istar's	1	25835
istock	2	25836
istock's	1	25837
isuse	1	25838
isuzu	2	25839
it	4499	25840
it'd	1	25841
it'll	31	25842
it's	1228	25843
ita	2	25844
italia	1	25845
italia's	1	25846
italian	41	25847
italicized	1	25848
italy	45	25849
italy's	32	25850
itar	1	25851
itc	12	25852
itc's	2	25853
itching	2	25854
item	15	25855
items	152	25856
itended	1	25857
iterate	2	25858
itereated	1	25859
itineraries	1	25860
itinerary	3	25861
itineris	1	25862
itlay	1	25863
itochu	3	25864
itoh	1	25865
itron	1	25866
itron's	1	25867
its	4101	25868
itself	381	25869
itt	19	25870
itt's	12	25871
itv	22	25872
itv's	3	25873
iusacell	1	25874
iv	2	25875
ivan	16	25876
ivanisevic	4	25877
ivanisevic's	3	25878
ivanov	2	25879
ivany	1	25880
ivarey	4	25881
ivax	1	25882
ivel's	2	25883
ivermectine	2	25884
ivers	1	25885
ivo	3	25886
ivoirien	1	25887
ivoirienne	2	25888
ivor	1	25889
ivorian	52	25890
ivorians	1	25891
ivory	91	25892
ivvm	2	25893
iwaki	1	25894
iwan	1	25895
iworld	3	25896
ixl	2	25897
iyer	2	25898
iyo	1	25899
izok	1	25900
izzard	3	25901
izzy	1	25902
j	65	25903
j'aime	1	25904
j's	1	25905
j.b	17	25906
j.c	20	25907
j.d	1	25908
j.d.power	1	25909
j.p	25	25910
j.sainsbury	1	25911
j.t	5	25912
j.w	1	25913
j40	1	25914
jaafar	1	25915
jab	4	25916
jabs	3	25917
jack	73	25918
jackals	2	25919
jacked	2	25920
jacket	1	25921
jackets	2	25922
jackie	2	25923
jackpot	10	25924
jackpots	1	25925
jackrabbit	1	25926
jackson	16	25927
jackson's	7	25928
jacksonville	4	25929
jacky	1	25930
jacob	2	25931
jacobina	1	25932
jacobs	9	25933
jacobsen	2	25934
jacques	56	25935
jade	1	25936
jaded	3	25937
jae	1	25938
jaeger	2	25939
jaffray	29	25940
jaffray's	2	25941
jaffre	6	25942
jaffrey	1	25943
jag	3	25944
jag's	1	25945
jagged	1	25946
jago	1	25947
jago's	1	25948
jagr	1	25949
jaguar	4	25950
jail	79	25951
jail's	1	25952
jailed	77	25953
jailing	23	25954
jailings	11	25955
jails	9	25956
jaime	3	25957
jakarta	32	25958
jakarta's	3	25959
jakub	1	25960
jakubik	6	25961
jal	4	25962
jal's	1	25963
jalonen	2	25964
jam	12	25965
jamaica	5	25966
jamaican	1	25967
jamboree	1	25968
james	208	25969
james's	1	25970
jamie	11	25971
jamieson	1	25972
jammed	4	25973
jamming	2	25974
jampel	1	25975
jams	7	25976
jamtv	3	25977
jan	217	25978
jana	1	25979
janacek	11	25980
janaury	2	25981
jandou	1	25982
jane	104	25983
janeiro	7	25984
janesville	29	25985
janesville's	1	25986
janesvillle	1	25987
janet	5	25988
janez	3	25989
jang	23	25990
jangling	1	25991
jango	1	25992
jangpe	1	25993
janicki	1	25994
janitor	1	25995
janney	1	25996
january	548	25997
january's	8	25998
january.cash	1	25999
japan	316	26000
japan's	178	26001
japanese	243	26002
jaques	1	26003
jar	2	26004
jardine	39	26005
jardine's	2	26006
jardines	1	26007
jargon	8	26008
jaromir	2	26009
jaros	1	26010
jaroslav	10	26011
jarred	1	26012
jarring	1	26013
jars	1	26014
jarvis	9	26015
jaskel	2	26016
jasmine	1	26017
jason	10	26018
jaspan	1	26019
jauffret	1	26020
jaunt	1	26021
java	37	26022
java's	3	26023
javaone	3	26024
javapc	1	26025
javasoft	6	26026
javastation	4	26027
javier	2	26028
jaw	1	26029
jaws	1	26030
jay	28	26031
jayawickrama	9	26032
jayhawk	2	26033
jazz	7	26034
jazzy	6	26035
jb	2	26036
jc	2	26037
jcc	3	26038
jci	2	26039
jcpenney	2	26040
jealous	2	26041
jealously	3	26042
jean	105	26043
jeannette	1	26044
jeanniot	2	26045
jeans	7	26046
jeapordy	1	26047
jedang	2	26048
jedi	1	26049
jeep	11	26050
jeeps	3	26051
jeered	5	26052
jeet	1	26053
jeff	35	26054
jefferies	4	26055
jefferson	3	26056
jeffery	3	26057
jeffrey	41	26058
jefim	1	26059
jen	2	26060
jenkins	3	26061
jenn	1	26062
jennifer	2	26063
jennings	10	26064
jenny	3	26065
jenrette	26	26066
jens	1	26067
jensen	5	26068
jeopardise	15	26069
jeopardised	3	26070
jeopardising	2	26071
jeopardize	3	26072
jeopardized	1	26073
jeopardizing	1	26074
jeopardy	4	26075
jeopordize	2	26076
jeremy	10	26077
jerk	7	26078
jerkiness	1	26079
jermoluk	2	26080
jerome	7	26081
jerre	2	26082
jerry	23	26083
jersey	33	26084
jersey's	1	26085
jerusalem	1	26086
jesper	1	26087
jesse	5	26088
jessi	1	26089
jestin	2	26090
jesus	3	26091
jet	75	26092
jetliner	3	26093
jetliners	3	26094
jets	60	26095
jetsons	1	26096
jetta	1	26097
jettison	2	26098
jettisoned	1	26099
jewel	9	26100
jewell	3	26101
jewellers	1	26102
jewellery	4	26103
jewelry	6	26104
jewels	12	26105
jewish	4	26106
jewison	3	26107
jews	1	26108
jezek	7	26109
jezkova	1	26110
jf's	1	26111
jfam	2	26112
jfim	3	26113
jfim's	1	26114
jfk	3	26115
jg	1	26116
jgb	1	26117
jgbs	1	26118
ji	2	26119
jia	6	26120
jiafeng	1	26121
jiahuang	2	26122
jialing	1	26123
jialing's	1	26124
jian	10	26125
jianchang	2	26126
jiang	168	26127
jiang's	21	26128
jiangling	2	26129
jiangling's	1	26130
jiangsu	4	26131
jianguo	1	26132
jiangxi	9	26133
jiangyi	1	26134
jianhua	1	26135
jiankang	1	26136
jianmin	1	26137
jianming	1	26138
jianning	1	26139
jianping	1	26140
jiansheng	1	26141
jianxing	5	26142
jianzhang	1	26143
jianzhong	2	26144
jiaotong	1	26145
jiashan	1	26146
jiashi	1	26147
jiaxuan	1	26148
jiazhu	2	26149
jib	5	26150
jib's	1	26151
jibin	2	26152
jiejun	1	26153
jiffy	1	26154
jigsaw	8	26155
jihomoravska	2	26156
jihua	4	26157
jiji	1	26158
jilek	2	26159
jilin	8	26160
jill	8	26161
jilted	3	26162
jim	201	26163
jimena	1	26164
jimenez	2	26165
jimmy	18	26166
jin	1	26167
jinan	1	26168
jinbao	2	26169
jindrich	1	26170
jing	1	26171
jingmu	1	26172
jingsheng	28	26173
jingsheng's	1	26174
jingu	1	26175
jinhua	1	26176
jinlong	1	26177
jinming	2	26178
jintai	2	26179
jinx	1	26180
jinxiang	1	26181
jinzhou	2	26182
jiri	36	26183
jiru	1	26184
jishan	1	26185
jisi	1	26186
jitka	1	26187
jitsugyo	1	26188
jitters	17	26189
jittery	12	26190
jiucai	1	26191
jiuling	1	26192
jixian	2	26193
jixing	1	26194
jiyun	3	26195
jkx	1	26196
jlg	8	26197
jlw	1	26198
jo	102	26199
joann	3	26200
joanna	2	26201
joanne	2	26202
joaquin	2	26203
job	340	26204
job's	3	26205
jobbers	1	26206
jobless	17	26207
joblessness	2	26208
jobs	312	26209
jochen	1	26210
jock	1	26211
jockey	10	26212
jockeying	7	26213
jockeys	1	26214
jodi	2	26215
jodie	1	26216
joe	144	26217
joel	6	26218
joeseph	1	26219
joffe	1	26220
jog	1	26221
jogged	3	26222
jogging	2	26223
johan	2	26224
johann	1	26225
johannes	1	26226
johannesburg	9	26227
johanneson	1	26228
johansen	1	26229
johansson	5	26230
johathan	2	26231
john	654	26232
john's	2	26233
johnathan	1	26234
johnnie	1	26235
johnny	1	26236
johno	1	26237
johnsen	3	26238
johnson	50	26239
johnson's	1	26240
johnston	6	26241
johonson's	1	26242
join	195	26243
joined	126	26244
joining	79	26245
joins	12	26246
joint	491	26247
jointly	69	26248
joke	8	26249
joked	11	26250
jokes	11	26251
jokhang	2	26252
joking	2	26253
jokingly	1	26254
jolliffe	1	26255
jolly	2	26256
jolt	7	26257
jolted	12	26258
jolting	1	26259
jon	21	26260
jonah	4	26261
jonas	2	26262
jonathan	116	26263
jonathon	4	26264
jones	103	26265
jong	23	26266
joo	1	26267
joong	1	26268
joost	2	26269
jordan	9	26270
jordanian	1	26271
jorge	5	26272
jorissen	1	26273
jose	52	26274
josef	65	26275
josei	1	26276
josep	3	26277
joseph	78	26278
joseph's	1	26279
josephthal	8	26280
josephthal's	1	26281
josh	4	26282
joslin	2	26283
jospin	5	26284
joss	8	26285
jostle	3	26286
jostled	2	26287
jostling	2	26288
journal	49	26289
journalism	5	26290
journalist	23	26291
journalistic	1	26292
journalists	62	26293
journals	1	26294
journey	16	26295
journeyman	1	26296
journeys	1	26297
jousting	1	26298
jovial	1	26299
jowl	1	26300
joy	6	26301
joyce	3	26302
joyful	1	26303
joyner	1	26304
jozef	6	26305
jp	7	26306
jr	28	26307
jra	1	26308
jra's	1	26309
jsa	13	26310
jsda	2	26311
jsf	1	26312
jskyb	4	26313
ju	1	26314
juan	14	26315
juanito	5	26316
juanito's	1	26317
juarez	2	26318
jubilant	2	26319
juche	14	26320
jude	10	26321
jude's	4	26322
judge	125	26323
judge's	5	26324
judged	10	26325
judgement	23	26326
judgements	4	26327
judges	28	26328
judging	7	26329
judgment	30	26330
judgmental	1	26331
judgments	8	26332
judicial	37	26333
judiciary	19	26334
judicious	2	26335
judis	1	26336
judith	3	26337
judr	2	26338
judy	1	26339
juergen	1	26340
jugdement	1	26341
juggernaught	1	26342
juggernaut	3	26343
jugular	1	26344
juhua	1	26345
juice	9	26346
juicer	1	26347
juices	7	26348
juiciest	2	26349
juicing	1	26350
juicy	2	26351
jukebox	2	26352
jukeboxes	1	26353
jukes	1	26354
julen	3	26355
jules	1	26356
julia	1	26357
julian	8	26358
julie	6	26359
julio	1	26360
julius	3	26361
july	567	26362
july's	5	26363
jumble	3	26364
jumbo	27	26365
jumbos	1	26366
jumbotron	3	26367
jump	124	26368
jumped	288	26369
jumping	25	26370
jumps	7	26371
jumpstart	2	26372
jumpy	2	26373
jun	3	26374
junankar	2	26375
juncture	6	26376
june	784	26377
june's	6	26378
jung	7	26379
jungle	21	26380
jungles	14	26381
junichi	4	26382
junichiro	1	26383
junior	65	26384
juniors	1	26385
junk	10	26386
junked	2	26387
junket	1	26388
junkies	1	26389
junsheng	5	26390
junta	2	26391
juntao	2	26392
jupiter	10	26393
jupiters	1	26394
juppe	27	26395
juppe's	1	26396
jurassic	2	26397
jurgan	1	26398
jurgen	1	26399
juries	2	26400
juris	3	26401
jurisdiction	24	26402
jurisdictional	1	26403
jurisdictions	4	26404
jurisidiction	1	26405
jurist	1	26406
jurists	3	26407
jurkova	2	26408
juror	3	26409
jurors	10	26410
jury	36	26411
jury's	3	26412
jusen	16	26413
just	1230	26414
justfify	1	26415
justice	137	26416
justice's	1	26417
justices	4	26418
justification	11	26419
justified	15	26420
justifies	4	26421
justify	41	26422
justifying	1	26423
justin	1	26424
jusuf	9	26425
jute	4	26426
juvenile	1	26427
juventus	1	26428
jv	2	26429
jvs	1	26430
jw	1	26431
k	29	26432
k.c	1	26433
k.y	1	26434
k460	1	26435
k56plus	1	26436
k6	8	26437
k7	2	26438
ka	7	26439
kaberuka	5	26440
kabila	3	26441
kablan	6	26442
kadlec	3	26443
kafka	2	26444
kaftan	1	26445
kagan	27	26446
kahlua	1	26447
kahn	1	26448
